Year;Mileage;Price
2017;5871;445
2021;27208;445
2019;32468;445
2020;25979;445
2018;965;445
2022;3353;445
2020;14733;445
2020;115;445
2004;180;445
2022;4588;445
2021;24356;445
2019;29028;445
2022;0;445
2023;0;446
2019;40094;446
2023;0;446
2023;0;446
2019;45689;446
2022;0;446
2023;0;447
2023;0;447
2023;0;447
2021;30163;447
2023;0;447
2023;0;447
2018;78456;448
2022;12104;448
2016;34016;448
2020;34515;448
2020;29062;448
2017;84245;448
2017;42728;448
2018;7146;448
2022;3075;448
2019;21325;448
2022;0;448
2018;11869;448
2018;467;449
2021;11595;449
2014;74548;449
2016;75496;449
2022;11697;449
2021;21443;449
2022;1841;449
2017;27387;449
2013;46087;449
2019;28926;449
2021;302;449
2022;0;449
2022;0;449
2022;7008;449
2022;7165;449
2019;24868;449
2019;28781;449
2007;194233;449
2018;41172;449
2022;11;449
2020;33995;449
2014;359;449
2020;3341;449
2021;16546;449
2017;51148;449
2021;7261;449
2023;2856;449
2023;3032;449
2022;20065;449
2017;4972;449
2021;23934;449
1957;1704;449
2019;21175;449
2015;60151;449
2019;11268;449
2020;28523;449
2020;8817;449
2019;42606;449
2020;44432;449
2008;135319;449
2020;671;449
2021;20496;449
2006;80451;449
2018;42131;449
2009;81622;449
2022;9235;449
2002;71227;449
2006;73841;449
2020;35507;449
2023;0;451
2021;10804;451
2022;0;451
2023;0;452
2022;0;452
2023;0;452
2023;0;452
2022;0;452
2020;33868;452
2020;16974;452
2023;0;452
2022;0;452
2022;0;452
2023;0;453
2023;0;453
2023;0;453
2019;7289;453
2022;3521;453
2023;0;453
2019;35407;453
2021;11198;453
2023;0;453
2023;0;453
2017;51381;454
2023;0;454
2021;20837;454
2023;0;454
2020;16499;454
2022;0;455
2020;25206;455
2019;33388;455
2022;4195;455
2021;8281;455
2021;4529;455
2017;22297;455
2020;35168;455
2021;43685;455
2006;74201;455
2020;37831;455
2022;18706;455
2023;0;455
2021;24733;455
2022;2046;455
2007;40426;455
2015;51139;455
2020;11413;455
2020;48495;455
2021;49783;455
2021;26682;455
2020;21796;455
2019;32964;455
2022;7323;455
2022;39354;455
2020;64852;455
2022;185;455
2022;24142;455
2019;35;455
2021;50949;455
2022;18692;455
2021;48287;455
2020;19;455
2022;21855;455
2021;11577;455
2021;1122;455
2021;6046;455
2021;6046;455
2021;28051;455
2018;7322;455
2019;27985;455
2023;0;456
2015;39812;456
2020;14433;456
2022;23357;456
2023;0;457
2021;5621;457
2019;50755;457
2019;50755;457
2022;0;457
2022;0;457
2017;33541;458
2023;0;458
2017;20049;458
2022;0;458
2017;39314;458
2017;36627;458
2021;40298;458
2016;62946;458
2023;0;458
2019;2556;458
2022;0;458
2017;9093;458
2021;31341;458
2022;31461;458
2019;76864;458
2022;0;458
2022;0;459
2017;66992;459
2018;79827;459
2020;29266;459
2008;51755;459
2021;0;459
2020;56521;459
2020;2176;459
2022;15343;459
2017;57754;459
2020;27745;459
2020;2032;459
2019;205;459
2021;19595;459
2022;30276;459
2013;32027;459
2011;159976;459
2014;6485;459
2014;65333;459
2023;0;459
2023;0;459
2021;39571;462
2023;0;462
2013;45;462
2023;0;462
2023;0;462
2023;0;462
2023;0;463
2023;0;463
2023;0;463
2023;0;463
2022;15051;464
2018;48854;464
2022;0;464
2023;0;464
2021;1503;465
2023;0;465
2023;0;465
2022;0;465
2022;0;465
2022;0;465
2021;25236;465
2016;24108;465
2021;12398;465
2020;24672;465
2019;37316;465
2022;31183;465
2021;3221;465
2020;3068;465
2022;10359;465
2022;0;465
2020;30255;465
2022;0;465
2020;20936;465
2021;2926;465
2022;1297;465
2023;13;465
2021;12614;465
2017;56585;465
1991;76318;465
2022;6024;465
2022;4735;465
2021;7571;465
2021;2461;465
2018;1952;465
2019;27991;465
2017;35097;465
2020;41436;465
2016;34105;465
2022;9949;465
2019;22935;465
2022;3376;465
2019;25574;465
2020;20239;465
2022;9528;467
2016;613;467
2021;23683;467
2021;20707;467
2021;20649;467
2019;25453;468
2022;7877;468
2023;0;468
2016;11545;468
1990;2784;468
2021;11602;468
2022;7482;469
2014;1701;469
2022;1559;469
2022;19817;469
2019;24086;469
2017;47248;469
2020;28293;469
2022;9605;469
2022;0;469
2017;57993;469
2022;6413;469
2018;44066;469
2022;0;469
2021;29068;469
2022;11232;469
2019;9091;469
2017;455;469
2018;35683;469
2007;69109;469
2022;0;469
2020;19215;469
2018;462;469
2020;3438;469
2023;0;469
2022;31699;469
2020;38881;469
2021;47224;469
2010;41772;469
2020;31607;469
2020;29;469
2022;324;469
2007;68463;469
2017;53715;469
2017;57;469
2016;43076;469
2018;17244;469
2020;29887;469
2023;0;469
2021;21311;469
2018;39129;469
2020;32815;469
2022;27493;469
1990;6454;469
2021;9399;469
2021;45563;469
2019;18968;469
2019;18968;469
2022;0;471
2023;0;471
2023;0;471
2023;0;471
2023;0;471
2023;0;471
2023;0;471
2023;0;472
2022;0;472
2023;0;472
2023;0;472
2023;0;472
2022;13183;472
2023;0;472
2023;0;472
2023;0;472
2020;63623;472
2023;0;472
2023;0;472
2023;0;472
2019;17148;472
2023;0;473
2023;0;473
2023;0;473
2022;1937;473
2019;80936;473
2022;0;474
2022;0;474
2022;0;474
2022;0;474
2022;0;474
2022;0;474
2022;0;474
2020;31249;474
2022;0;474
2014;93054;474
2021;59869;474
2022;15806;475
2022;0;475
2022;0;475
2022;145;475
2022;0;475
2021;8007;475
2018;40285;475
2018;39579;475
2020;42898;475
2022;9125;475
2016;5989;475
2022;19594;475
2022;79;475
2019;68381;475
2022;1606;475
2020;25967;475
2018;32322;475
2017;43562;475
2022;14658;475
2021;27704;475
2020;40437;475
2013;373;475
2022;835;475
2021;10965;475
2020;11315;475
2020;34682;475
2019;43;475
2020;34572;475
2019;49227;475
2020;20675;475
2020;19409;475
2006;3506;475
2018;53835;475
2022;67;475
2023;1119;475
2018;37917;475
2020;2573;475
2023;1495;475
2022;6801;475
2018;3244;475
2020;28819;475
2006;503;475
2021;20181;475
2022;0;476
2023;0;476
2023;0;476
2023;0;476
2022;751;477
2021;18867;477
2021;18867;477
2021;45139;477
2021;13373;477
2022;113;477
2021;38474;477
2020;20266;477
2023;0;477
2023;0;477
2022;0;477
2020;1353;477
2023;0;477
2020;57204;477
2022;11036;477
2023;0;478
2023;0;478
2020;36128;478
2023;0;478
2021;16014;478
2023;0;478
2021;4958;478
2018;57507;479
2018;70298;479
2018;60375;479
2020;463;479
2020;27496;479
2017;55903;479
2017;41949;479
2018;615;479
2018;47011;479
2023;1652;479
2018;40825;479
2021;38625;479
2021;29411;479
2020;2797;479
2021;30854;479
2020;33716;479
2020;28455;479
2023;0;479
2015;628;479
2018;35388;479
2022;21718;479
2010;157249;479
2020;3315;479
2018;73923;479
2016;79333;479
2021;27475;479
2022;17481;479
2020;15516;479
2022;12529;479
2021;24347;479
2020;27768;479
2023;0;481
2022;0;482
2022;0;482
2016;33794;482
2023;0;482
2023;0;482
2023;0;482
2023;0;483
2022;8159;483
2023;0;483
2021;46296;484
2022;0;485
2022;0;485
2021;19422;485
2015;42181;485
2022;11264;485
2022;0;485
2022;18844;485
2021;24547;485
2021;2853;485
1982;80006;485
2022;9156;485
2021;54376;485
2008;21782;485
2022;12672;485
2020;2501;485
2021;13;485
2007;44405;485
2022;9954;485
2020;18731;485
2020;26263;485
2022;638;485
2022;595;485
2022;24677;485
2023;0;485
2020;23722;485
2021;27432;485
2018;9601;485
2007;29558;485
2020;24994;485
2020;20117;485
2020;26035;485
2019;67274;485
2021;16783;485
2023;0;486
2023;0;486
2023;0;486
2022;10335;486
2023;0;486
2023;0;486
2018;36533;487
2021;37705;487
2020;37885;487
2022;18716;487
2001;150895;488
2023;0;488
2022;154;488
2020;22876;488
2023;0;488
2023;11;488
2015;38178;488
2023;0;488
2005;17641;488
2021;23453;488
2021;1266;488
2023;0;488
2017;17304;488
2023;0;489
2023;0;489
2022;23764;489
2023;0;489
2023;0;489
2022;0;489
2021;14489;489
2022;2872;489
2023;0;489
2022;11191;489
2020;28502;489
2023;0;489
2017;83678;489
2017;32701;489
2021;18733;489
2022;7249;489
2017;24133;489
2022;3508;489
2016;78729;489
2022;7038;489
2021;23021;489
2021;9332;489
1978;36531;489
2022;10375;489
2022;3571;489
2019;11362;489
2018;27888;489
2019;30664;489
2020;56691;489
2021;43023;489
2020;36708;489
2022;7894;489
2023;5886;489
2021;25232;489
2023;0;489
1998;57808;489
1998;57808;489
2015;58675;489
2010;34348;489
2020;29735;489
2023;0;491
2023;2506;491
2023;0;491
2023;0;491
2017;40785;491
2023;0;491
2023;0;491
2023;0;491
2023;0;491
2023;0;491
2023;0;492
2023;0;492
2023;0;492
2015;6891;492
2020;29479;492
2023;0;492
2013;19559;492
2022;0;493
2022;0;493
2021;41669;493
2023;0;493
1968;37002;493
2023;0;493
2023;0;494
2021;15005;494
2004;150304;494
2021;15722;494
2020;59209;494
2021;17123;494
2022;2243;494
2023;0;494
2023;0;494
2020;33885;494
2017;54347;495
2018;58676;495
2010;26114;495
2022;11026;495
2023;0;495
2021;10362;495
2021;19447;495
2019;36353;495
2017;56569;495
2020;25374;495
2018;29418;495
2020;27055;495
2022;562;495
2019;23428;495
2008;52497;495
2021;12564;495
2022;12883;495
2019;565;495
2002;174897;495
2021;23509;495
2020;7799;495
2021;13883;495
2022;7135;495
2002;187537;495
2022;17555;495
2020;30355;495
2020;31901;495
1995;329;495
2019;38146;495
2018;4975;495
2022;9255;495
2022;1821;495
2022;7711;495
2021;16781;495
2020;22573;495
2023;0;496
2016;101265;496
2022;5112;496
2021;27013;496
2022;4121;496
2023;0;496
2021;1055;497
2023;0;497
2021;49737;497
2022;1449;497
2021;10609;497
2020;3562;497
2023;0;497
2023;0;497
2022;13405;498
2022;5473;498
2019;24199;498
2016;50;498
2016;83227;498
2017;472;498
2021;35642;498
2018;31197;498
1975;73117;498
2020;46271;498
2020;37767;498
2019;51842;498
2021;2519;499
2022;0;499
2014;32985;499
2016;59017;499
2021;28937;499
2022;16;499
2021;47831;499
1983;57819;499
2022;1242;499
2018;43646;499
2021;41;499
2013;18153;499
2018;47288;499
2023;0;499
2020;15168;499
2023;3633;499
2008;29374;499
2022;2316;499
2005;42617;499
2006;154089;499
2006;4455;499
2023;0;499
2006;49855;499
2018;40;499
2021;31023;499
2022;13057;499
2016;63295;499
2020;15215;499
2018;44355;499
2020;39133;499
2022;7027;499
2017;68788;499
2021;2829;499
2021;5717;499
2022;854;499
2021;13445;499
2016;3774;499
2021;5908;499
2008;73371;499
2020;25601;499
2006;9682;499
2015;80604;499
2021;13323;499
1990;160144;499
1977;1094;499
1982;24224;499
2019;2835;499
2017;48455;499
2022;8781;499
2020;26465;499
2020;147;499
2022;62;499
2023;0;499
2016;85635;499
2021;24738;499
2017;19;499
2017;19;499
2022;50;499
2021;17032;499
2004;243366;499
2015;41738;499
2007;47474;499
2018;48751;499
2022;33583;499
2015;32856;499
2020;25591;499
2020;25591;499
2020;30364;499
2022;3745;499
2022;0;501
2022;0;501
2022;0;501
2023;0;501
2023;0;501
2021;0;502
2018;41516;503
2023;0;503
2023;0;503
2023;0;504
2023;0;504
2023;0;504
2021;3345;504
2023;0;504
2021;3921;505
2022;2479;505
2016;47715;505
2023;0;505
2021;13643;505
2022;4409;505
2023;0;505
2018;119461;505
2022;0;505
2022;0;505
2021;215;505
2023;0;505
2022;15424;505
2022;116;505
2019;325;505
2022;3788;505
2023;0;505
2022;10925;505
2022;10925;505
2017;69678;505
2019;48081;505
2022;3064;505
2023;0;506
2022;713;506
2023;0;506
2021;4166;506
2023;0;507
2023;0;507
2023;0;507
2022;438;507
2022;2842;507
2023;0;508
2023;0;508
2023;0;508
2023;0;508
2023;0;508
2023;0;508
2015;82;508
2016;6136;508
2023;0;508
2023;0;508
2023;0;508
2023;0;508
2019;59537;508
2021;2132;508
2017;60594;509
2021;36499;509
2022;333;509
2020;3166;509
2020;19609;509
2018;17575;509
2020;20904;509
2020;12334;509
2021;22616;509
2017;14371;509
2020;38732;509
2020;1203;509
2019;48084;509
2021;6384;509
2021;17904;509
2022;2736;509
2019;30532;509
2022;11557;509
2022;11557;509
2015;10332;509
2020;13343;509
1983;14158;509
2018;647;510
2022;0;511
2016;4933;511
2023;0;511
2015;39606;511
2023;0;511
2023;0;511
2023;0;511
2023;0;511
2023;0;512
2021;4428;512
2023;0;512
2021;9555;512
2015;1805;512
2023;0;513
2023;0;513
2018;36017;513
2022;0;513
2017;6038;513
2023;0;513
2023;0;514
2023;0;514
2021;15711;514
2023;0;514
2023;0;514
2022;12948;514
2019;20564;515
2016;70801;515
2021;3035;515
2022;1537;515
2021;20125;515
2021;15679;515
2020;324;515
2021;41427;515
2019;43207;515
2020;3926;515
2022;3316;515
2019;3122;515
2022;5967;515
2021;11122;515
2020;33212;515
2022;4;515
2023;0;515
2018;54387;515
2021;40037;515
2018;47259;515
2021;3225;515
2020;16892;515
2022;21874;515
2022;118;515
2023;0;515
2021;23078;515
2017;268;515
2022;6866;515
2023;0;516
2023;0;516
2022;1898;516
2023;0;516
2017;25054;517
2022;0;517
2022;1097;517
2023;0;517
2023;0;517
2023;0;517
2023;0;517
2019;34243;518
2020;22681;518
2021;38367;519
2019;34409;519
2021;23225;519
2022;0;519
2022;10589;519
2022;17847;519
2019;47465;519
2021;548;519
2023;0;519
2017;44289;519
2022;592;519
2017;89839;519
2022;0;519
2023;0;519
2023;158;519
2019;26043;519
2018;36935;519
2022;888;519
2020;11843;519
2023;2785;519
2018;45076;519
2021;41912;519
2019;71609;519
2022;8703;519
2021;18799;519
2022;6563;519
2023;8244;519
2019;31475;519
2009;53959;519
2020;46473;519
2017;29385;519
2021;21272;519
2016;6399;519
2020;150395;519
2019;26952;519
2019;44106;519
2022;592;519
2021;14145;519
2021;18354;519
2022;7651;521
2022;6522;521
2023;0;521
2008;31363;522
2022;0;522
2023;0;522
2020;15453;522
2023;0;522
2023;0;522
2023;0;523
2023;0;523
2023;0;523
2021;17889;524
2021;12575;524
2023;0;524
2018;30108;525
2020;30591;525
2022;0;525
2022;0;525
2023;0;525
2021;12882;525
2022;0;525
2023;0;525
2021;28154;525
2020;6799;525
2022;0;525
2019;19186;525
2015;20215;525
1999;18514;525
2016;5775;525
2021;26989;525
2023;131;525
2022;26734;525
2020;14831;525
2022;8244;525
2022;232;525
2008;110579;525
2019;49269;525
2021;6172;525
2015;3828;525
2019;22732;525
2021;4399;525
2023;0;526
2022;0;526
2023;0;527
2018;564;527
2017;35314;527
2021;4904;527
2022;3216;527
2023;0;527
2023;0;528
2020;4109;528
2022;0;529
2022;0;529
2022;15907;529
2021;44425;529
2018;27785;529
2019;51513;529
2020;2228;529
2023;0;529
2016;63154;529
2021;82;529
2020;68227;529
2017;51278;529
2022;11667;529
2021;5388;529
2021;15705;529
2021;19436;529
2021;12335;529
2022;10587;529
2017;53415;529
2017;53415;529
2019;4296;529
2021;5407;529
2021;14967;529
2019;32981;529
2020;35167;529
2020;54983;529
2019;44938;529
2019;5041;529
2021;13416;529
2021;7304;529
2023;0;531
2023;0;531
2019;295;531
2023;0;531
2023;0;531
2023;0;531
2023;0;532
2023;0;532
2023;0;532
2023;0;532
2017;37167;532
2021;73522;532
2023;0;532
2019;38991;532
2023;0;532
2023;0;532
2021;42128;533
2022;0;533
2022;0;533
2022;0;533
2022;0;533
2022;0;533
2022;0;533
2022;0;533
2023;0;533
2022;767;534
2023;0;534
2022;0;534
2022;0;534
2022;0;535
2021;19387;535
2022;2307;535
2017;53506;535
2021;31792;535
2021;11869;535
2019;33773;535
2023;0;535
2021;36715;535
2020;39284;535
2022;3461;535
2021;11908;535
2022;5489;535
2023;0;535
2020;47915;535
2023;0;535
2016;64889;535
2022;14111;535
2023;0;535
2022;97;535
2021;26498;535
2022;9539;535
2023;0;535
2023;0;536
2023;0;536
2023;0;536
2023;924;537
2023;0;537
2023;0;537
2021;15647;537
2021;15647;537
2022;755;538
2020;20774;538
2022;4047;538
2019;41435;538
2020;29242;539
2015;7538;539
2016;5567;539
2021;32269;539
2020;23335;539
2023;0;539
2021;9735;539
2018;20227;539
2021;33929;539
2020;23335;539
2023;0;539
2018;55735;539
2016;15605;539
2021;15299;539
2021;116;539
2021;8126;539
2016;57509;539
2020;28544;539
2019;39927;539
2019;44092;539
2020;35521;539
2018;48362;539
2023;0;539
2022;17424;539
2022;13451;539
2020;8585;539
2022;9817;539
2022;10041;539
2018;65912;539
2022;0;539
2020;49112;539
2021;11263;539
2019;18385;539
2021;26109;539
2021;255;541
2023;0;542
2023;0;542
2022;9766;542
2023;0;542
2023;0;543
2022;10871;543
2023;0;544
2020;16133;544
2023;0;544
2021;1727;544
2022;4461;544
2022;5015;544
2020;2489;544
2023;0;545
2021;10895;545
2016;36022;545
2018;54141;545
2016;46;545
2022;17;545
2021;253;545
2021;23224;545
2021;10308;545
2013;252;545
2016;56282;545
2021;5201;545
2022;2766;545
2022;162;545
2021;2104;545
2023;0;545
2022;5991;545
2022;8832;545
2020;21357;545
2023;0;545
2021;49476;545
2022;11674;545
2006;138;545
2022;2515;546
2023;0;547
2019;29894;547
2023;0;547
2019;22091;547
2021;10051;547
2022;0;547
2022;0;548
2023;0;548
2023;0;548
2023;0;548
2023;0;548
2023;0;548
2022;4517;548
2022;0;549
2022;12632;549
2003;374;549
2019;28465;549
2020;32404;549
2020;24722;549
2018;30497;549
2006;18808;549
2021;31259;549
2021;11302;549
2020;52271;549
2021;8834;549
2016;625;549
2022;6818;549
2021;12812;549
2022;0;549
2021;34;549
2018;33614;549
2009;41349;549
2016;6083;549
2022;14235;549
2022;15578;549
1983;67362;549
2014;42747;549
2017;39846;549
2021;31259;549
2022;6842;549
2012;69473;549
2021;23455;549
2006;141276;549
2019;20107;549
2021;10261;549
2023;0;549
2020;12645;549
2021;18534;549
2005;146236;549
2022;54;549
2018;58729;549
2020;35817;549
2019;40696;549
2021;175;549
2021;775;549
2020;39224;549
2022;0;551
2023;0;551
2022;0;551
2023;0;551
2023;0;551
2022;4629;552
2022;1488;552
2021;12948;552
2022;0;553
2022;0;553
2023;0;553
2023;0;553
2016;45553;554
2022;0;554
2022;0;555
2022;2616;555
2018;9617;555
2021;12385;555
2016;709;555
2023;2182;555
2017;40027;555
1973;500;555
2017;50415;555
2022;39;555
2022;0;555
2017;48865;555
2017;13715;555
2021;13885;555
2016;285;555
2022;29405;555
2022;0;556
2023;0;556
2023;0;556
2022;0;556
2018;39133;556
2023;0;556
2023;0;556
2023;0;557
2022;14732;557
2023;0;557
2022;0;557
2023;0;557
2021;1088;557
2023;0;557
2021;573;557
2023;0;557
2022;14307;557
2022;0;558
2020;28201;558
2021;23031;558
2022;0;558
2021;0;558
2022;19;558
2019;35359;558
2013;159685;558
2020;35604;558
2022;2761;559
2021;19669;559
2017;5036;559
2018;35201;559
2022;5403;559
2021;1867;559
2021;9265;559
2022;8375;559
2020;25172;559
2017;59803;559
2022;3832;559
2023;14003;559
2021;1782;559
2018;39099;559
2022;9635;559
2018;14758;559
2021;32729;559
2021;142;559
2019;21727;559
2020;33436;559
2021;16282;559
2019;19759;559
2020;14318;559
2021;7582;559
2021;13252;559
2016;733;559
2017;4162;559
2021;11782;559
2020;51341;559
2022;2675;559
2017;679;559
2022;0;561
2023;0;562
2023;0;562
2022;0;564
2023;0;564
2020;134;564
2021;11259;564
2023;0;564
2020;14124;564
2022;0;565
2022;0;565
2023;0;565
2023;0;565
2014;26;565
2018;57676;565
2019;1281;565
2022;0;565
2023;0;565
2022;79;565
2022;142;565
2020;32083;565
2022;9642;565
2018;50494;565
2011;181;565
2022;1229;565
2023;0;565
2022;259;565
2021;35256;565
2020;29654;565
2023;1;565
2023;1;565
2023;0;565
2019;36854;565
2022;900;565
2023;0;565
2023;0;566
2018;80967;566
2023;0;567
2023;0;567
2019;19707;567
2023;0;567
2022;11649;568
2022;7829;568
2021;12833;568
2022;1403;568
2017;18617;568
2019;29894;568
2018;18263;568
2020;29895;569
2023;986;569
2017;57625;569
2022;10923;569
2015;7645;569
2019;13806;569
2021;9384;569
2018;23007;569
2020;13558;569
2018;1985;569
2018;43909;569
2022;55;569
2021;16852;569
2019;293;569
2015;418;569
2022;8279;569
2021;14711;569
2019;58622;569
2019;33765;569
2020;34576;569
2019;54848;569
2018;19998;569
2007;51;569
2019;25655;569
2022;1324;569
2018;19605;569
2021;36235;569
2018;35359;569
2020;30558;569
2021;195;569
2023;0;571
2023;0;571
2023;0;571
2023;0;572
2023;0;572
2023;0;572
2022;0;573
2023;0;574
2023;0;574
2023;0;574
2022;0;575
2022;0;575
2018;41427;575
2016;37409;575
2020;25561;575
2022;465;575
2023;0;575
2020;26;575
2021;145;575
2023;0;575
2022;104;575
2022;45;575
2023;0;575
2020;37904;575
2022;7771;575
2008;61215;575
2018;5264;575
2022;0;575
2021;2854;575
2016;5111;575
2022;38;575
2020;385;575
2023;0;575
2004;81141;575
2016;6179;575
2017;72788;575
2023;0;575
2017;110;575
1967;66742;575
2022;4;575
2022;9276;576
2023;0;577
2021;14525;577
2021;24268;577
2018;44985;577
2019;4249;577
2017;73956;578
2002;125468;578
2019;52925;578
2020;3761;578
2016;50328;578
2020;45986;578
2022;1859;578
2022;0;579
2018;23804;579
2022;15887;579
2016;31478;579
2020;29545;579
2019;36443;579
2019;32029;579
2018;23979;579
2022;4306;579
2021;15334;579
2022;435;579
2022;0;579
2021;3579;579
2022;4524;579
2018;54123;579
2023;0;579
2022;2583;579
2019;21125;579
2019;2851;579
2004;98944;579
2016;6027;579
2021;72511;579
2019;5434;579
2023;0;581
2023;0;581
2023;0;582
2023;0;582
2020;27273;583
2022;0;583
2023;0;583
2022;0;583
2023;0;583
2023;0;584
2023;0;584
2023;0;584
2023;0;584
2019;25288;584
2023;0;585
2016;24753;585
2020;36805;585
2020;16419;585
2023;0;585
2022;8226;585
2023;0;585
2017;57912;585
2022;24585;585
2020;11301;585
2022;8892;585
2021;25864;585
2017;54124;585
2009;148576;585
2021;31646;585
2006;26085;585
2016;95;585
2022;5141;585
2008;135604;585
1955;89213;585
2018;39965;585
2022;0;586
2021;36889;586
2022;6602;586
2022;11366;587
2023;0;587
2008;11997;587
2023;0;587
2022;0;588
2019;40994;588
2023;0;588
2018;34065;588
2023;0;588
2017;14193;588
2016;85419;589
2022;2334;589
2021;22905;589
2016;5056;589
2016;9679;589
2019;17353;589
2020;44163;589
2022;1103;589
2022;7646;589
2022;7153;589
2019;31347;589
1999;7626;589
2022;8519;589
2020;28438;589
2006;89119;589
2018;64201;589
2016;5213;589
2023;0;589
2021;5844;589
2022;7505;589
2018;3301;589
2019;50513;589
2015;6906;589
2020;10702;589
2020;8645;589
2019;3415;589
2022;0;589
2021;59273;589
2019;22536;589
2021;17875;589
2019;13879;589
2022;8404;589
2022;0;589
2021;47442;591
2022;0;592
2022;2861;592
2017;72922;592
2020;24166;592
2023;0;593
2022;12234;593
2023;0;593
2022;0;593
2023;0;594
2021;22745;594
2021;272;594
2023;0;594
2020;33988;594
2021;41106;594
2021;41106;594
2020;22058;594
2019;43393;595
2022;100;595
2021;4623;595
2023;0;595
2023;0;595
2018;10994;595
2020;24375;595
2021;1149;595
2023;0;595
2022;202;595
2021;30595;595
2020;4273;595
2015;2141;595
2023;0;595
2021;8508;595
2006;209113;595
2023;0;595
2019;10824;595
2019;1262;595
2022;4832;595
2020;3129;595
2012;120958;595
2008;9243;595
2018;21847;595
2023;0;595
2016;20685;595
2022;3714;595
2019;29;596
2023;0;597
2017;41562;597
2023;0;597
2021;30381;597
2021;20689;598
2022;8544;598
2019;2768;598
2019;2768;598
2018;57709;598
2012;658;598
2021;0;598
2022;0;598
2022;0;598
2022;77;598
2010;121827;598
2023;52;598
2021;17939;599
2022;122;599
2016;2488;599
2022;4216;599
2021;3998;599
2019;23093;599
2022;0;599
2020;17608;599
2015;63362;599
2020;42;599
2022;0;599
2006;156915;599
2022;9749;599
2008;15711;599
2009;100245;599
2022;5806;599
2022;66;599
2021;13156;599
2021;17857;599
2022;5222;599
2022;8187;599
2021;1226;599
2021;35;599
2018;38046;599
2022;4525;599
2021;1887;599
2020;31819;599
2021;28371;599
2022;35;599
2018;1863;599
2004;149;599
2002;130663;599
2007;157077;599
2009;114736;599
2019;22355;599
2016;106363;599
2008;49373;599
2002;85486;599
1972;2958;599
2018;72455;599
2019;23831;599
2022;9902;599
2015;672;599
2022;6107;599
2020;32177;599
2014;77315;599
2022;78;599
2012;161839;599
2013;61365;599
2019;64339;599
2006;36133;599
2021;50813;599
2012;207422;599
2020;2383;599
2009;150634;599
2010;20526;599
1984;87463;599
2022;10756;599
2008;5411;599
2021;13487;599
1971;78758;599
2022;10063;599
2019;58714;599
2011;18592;599
2019;26698;599
2022;0;601
2022;0;601
2022;0;602
2022;0;602
2023;0;603
2022;0;603
2022;0;603
2019;6402;605
2022;0;605
2017;22905;605
2018;62686;605
2019;283;606
2023;0;606
2023;0;606
2023;0;606
2017;45505;607
2022;0;608
2020;333;608
2023;0;608
2020;25427;608
2022;0;608
2022;0;609
2023;1031;609
2022;0;609
2020;12134;609
2022;984;609
2016;65724;609
2022;19491;609
2022;10843;609
2017;32984;609
2021;35788;609
2023;201;609
2022;642;609
2021;17366;609
2022;6491;609
2022;6491;609
2022;5076;609
2022;5267;609
2020;37518;609
2022;6258;609
2018;11704;609
2023;0;609
2018;515;609
2021;56661;609
2022;2909;609
2023;0;609
2022;8583;609
2022;9898;609
2022;4413;609
2022;10529;609
2023;0;611
2023;0;611
2022;0;612
2022;0;612
2022;0;612
2022;0;612
2021;30605;612
2022;0;612
2023;0;613
2023;0;613
2023;0;613
2015;13655;613
2023;0;613
2023;0;614
2021;9265;614
2023;0;614
2022;0;614
2022;3;615
2023;0;615
2017;3302;615
2023;0;615
2020;1204;615
2022;464;615
2019;16235;615
2017;70791;615
2022;12689;615
2021;12451;615
2019;60721;615
2016;24317;615
2020;33623;615
2017;31171;615
2021;20902;615
2019;42279;615
2023;0;615
2019;33588;615
2023;0;616
2018;56184;617
2023;1873;617
2019;15017;617
2022;11305;617
2023;0;617
2022;0;618
2021;20903;618
2018;46972;618
2023;0;618
2021;48824;619
2022;0;619
2012;31656;619
2022;14189;619
2020;318;619
2020;32101;619
2017;58041;619
2022;0;619
2003;14289;619
2019;4876;619
2019;24172;619
2023;1534;619
2002;26578;619
2020;17734;619
2022;4697;619
2021;20943;619
2020;42942;619
2019;23924;619
2019;17269;619
2022;7877;619
2022;7572;619
2022;7572;619
2023;0;621
2012;37794;622
2019;4021;622
2019;4021;622
2022;10422;623
2023;0;623
2023;0;623
2023;0;623
2016;34056;624
2023;0;624
2022;0;624
2022;0;624
2020;28827;624
2020;23827;625
2018;50674;625
2016;46766;625
2019;47225;625
2019;33699;625
2019;5421;625
2015;66921;625
2018;41;625
2017;22193;625
2018;13332;625
2021;13496;625
2005;23358;625
2021;42505;625
2021;42564;625
2010;53;625
2022;0;626
2023;0;626
2023;0;626
2023;0;626
2023;0;626
2022;0;627
2020;17462;627
2020;25832;627
2018;1013;628
2021;34347;628
2023;0;628
2020;27488;628
2023;0;628
2020;27221;628
2022;0;629
2022;4716;629
2022;0;629
2020;23351;629
2020;13149;629
2021;19464;629
2015;46775;629
2019;13714;629
2013;684;629
2022;2658;629
2022;4237;629
2023;0;629
2022;3025;629
2020;18618;629
1990;79311;629
2011;132131;629
2019;5037;629
2021;3393;629
2008;114686;629
2022;0;629
2018;48015;629
2020;289;629
2020;28517;629
2019;43737;629
2020;3028;629
2022;0;629
2018;25888;629
2008;368;629
2023;0;631
2022;0;631
2023;0;631
2023;0;632
2022;0;632
2022;0;632
2023;0;633
2023;0;633
2023;0;633
2023;0;633
2023;0;633
2023;0;633
2023;0;633
2022;0;633
2023;0;634
